Name;Codigo;Codigo Decimal;Comentarios;Descripcion Corta;System;Nivel;Source File;Macro Name
Heating Ptc1 Igbt1 Breakdown;0x5608;22024;;;Heating;Nivel 1;Fusi_Heating.c;DTC_HEATING_PTC1_IGBT1_BREAKDOWN
Heating Ptc1 Igbt2 Breakdown;0x5609;22025;;;Heating;Nivel 1;Fusi_Heating.c;DTC_HEATING_PTC1_IGBT2_BREAKDOWN
Heating Ptc1 Igbt1 Open Circuit;0x560A;22026;;;Heating;Nivel 1;Fusi_Heating.c;DTC_HEATING_PTC1_IGBT1_OPEN_CIRCUIT
Heating Ptc1 Igbt2 Open Circuit;0x560B;22027;;;Heating;Nivel 1;Fusi_Heating.c;DTC_HEATING_PTC1_IGBT2_OPEN_CIRCUIT
Heating Ptc1 Out Temperature Sensor Open Cicrcuit;0x560C;22028;;;Heating;Nivel 1;Fusi_Heating.c;DTC_HEATING_PTC1_OUT_TEMPERATURE_SENSOR_OPEN_CICRCUIT
Heating Ptc1 Out Temperature Sensor Short Cicrcuit;0x560D;22029;;;Heating;Nivel 1;Fusi_Heating.c;DTC_HEATING_PTC1_OUT_TEMPERATURE_SENSOR_SHORT_CICRCUIT
Heating Ptc1 Igbt Temperature Sensor Open Cicrcuit;0x560E;22030;;;Heating;Nivel 1;Fusi_Heating.c;DTC_HEATING_PTC1_IGBT_TEMPERATURE_SENSOR_OPEN_CICRCUIT
Heating Ptc1 Igbt Temperature Sensor Short Cicrcuit;0x560F;22031;;;Heating;Nivel 1;Fusi_Heating.c;DTC_HEATING_PTC1_IGBT_TEMPERATURE_SENSOR_SHORT_CICRCUIT
Heating Ptc1 Flow Error;0x5610;22032;;;Heating;Nivel 1;Fusi_Heating.c;DTC_HEATING_PTC1_FLOW_ERROR
Heating Ptc2 Can Error;0x5701;22273;;;Heating;Nivel 1;Fusi_Heating.c;DTC_HEATING_PTC2_CAN_ERROR
Heating Ptc2 Abnormal High Voltage;0x5702;22274;;;Heating;Nivel 1;Fusi_Heating.c;DTC_HEATING_PTC2_ABNORMAL_HIGH_VOLTAGE
Heating Ptc2 Reverse High Voltage;0x5703;22275;;;Heating;Nivel 1;Fusi_Heating.c;DTC_HEATING_PTC2_REVERSE_HIGH_VOLTAGE
Heating Ptc2 Abnormal Igbt Voltage;0x5704;22276;;;Heating;Nivel 1;Fusi_Heating.c;DTC_HEATING_PTC2_ABNORMAL_IGBT_VOLTAGE
Heating Ptc2 Overtemperature;0x5705;22277;;;Heating;Nivel 1;Fusi_Heating.c;DTC_HEATING_PTC2_OVERTEMPERATURE
Heating Ptc2 Igbt Overtemperature;0x5706;22278;;;Heating;Nivel 1;Fusi_Heating.c;DTC_HEATING_PTC2_IGBT_OVERTEMPERATURE
Heating Ptc2 Can Missing;0x5707;22279;;;Heating;Nivel 1;Fusi_Heating.c;DTC_HEATING_PTC2_CAN_MISSING
Heating Ptc2 Igbt1 Breakdown;0x5708;22280;;;Heating;Nivel 1;Fusi_Heating.c;DTC_HEATING_PTC2_IGBT1_BREAKDOWN
Heating Ptc2 Igbt2 Breakdown;0x5709;22281;;;Heating;Nivel 1;Fusi_Heating.c;DTC_HEATING_PTC2_IGBT2_BREAKDOWN
Heating Ptc2 Igbt1 Open Circuit;0x570A;22282;;;Heating;Nivel 1;Fusi_Heating.c;DTC_HEATING_PTC2_IGBT1_OPEN_CIRCUIT
Heating Ptc2 Igbt2 Open Circuit;0x570B;22283;;;Heating;Nivel 1;Fusi_Heating.c;DTC_HEATING_PTC2_IGBT2_OPEN_CIRCUIT
Heating Ptc2 Out Temperature Sensor Open Cicrcuit;0x570C;22284;;;Heating;Nivel 1;Fusi_Heating.c;DTC_HEATING_PTC2_OUT_TEMPERATURE_SENSOR_OPEN_CICRCUIT
Heating Ptc2 Out Temperature Sensor Short Cicrcuit;0x570D;22285;;;Heating;Nivel 1;Fusi_Heating.c;DTC_HEATING_PTC2_OUT_TEMPERATURE_SENSOR_SHORT_CICRCUIT
Heating Ptc2 Igbt Temperature Sensor Open Cicrcuit;0x570E;22286;;;Heating;Nivel 1;Fusi_Heating.c;DTC_HEATING_PTC2_IGBT_TEMPERATURE_SENSOR_OPEN_CICRCUIT
Heating Ptc2 Igbt Temperature Sensor Short Cicrcuit;0x570F;22287;;;Heating;Nivel 1;Fusi_Heating.c;DTC_HEATING_PTC2_IGBT_TEMPERATURE_SENSOR_SHORT_CICRCUIT
Heating Ptc2 Flow Error;0x5710;22288;;;Heating;Nivel 1;Fusi_Heating.c;DTC_HEATING_PTC2_FLOW_ERROR
Battery Thermal System Ptcb1 Can Error;0x6001;24577;;;Battery;Nivel 1;Fusi_Battery_Thermal_System.c;DTC_BATTERY_THERMAL_SYSTEM_PTCB1_CAN_ERROR
Battery Thermal System Ptcb1 Abnormal High Voltage;0x6002;24578;;;Battery;Nivel 1;Fusi_Battery_Thermal_System.c;DTC_BATTERY_THERMAL_SYSTEM_PTCB1_ABNORMAL_HIGH_VOLTAGE
Battery Thermal System Ptcb1 Reverse High Voltage;0x6003;24579;;;Battery;Nivel 1;Fusi_Battery_Thermal_System.c;DTC_BATTERY_THERMAL_SYSTEM_PTCB1_REVERSE_HIGH_VOLTAGE
Battery Thermal System Ptcb1 Abnormal Igbt Voltage;0x6004;24580;;;Battery;Nivel 1;Fusi_Battery_Thermal_System.c;DTC_BATTERY_THERMAL_SYSTEM_PTCB1_ABNORMAL_IGBT_VOLTAGE
Battery Thermal System Ptcb1 Overtemperature;0x6005;24581;;;Battery;Nivel 1;Fusi_Battery_Thermal_System.c;DTC_BATTERY_THERMAL_SYSTEM_PTCB1_OVERTEMPERATURE
Battery Thermal System Ptcb1 Igbt Overtemperature;0x6006;24582;;;Battery;Nivel 1;Fusi_Battery_Thermal_System.c;DTC_BATTERY_THERMAL_SYSTEM_PTCB1_IGBT_OVERTEMPERATURE
Battery Thermal System Ptcb1 Can Missing;0x6007;24583;;;Battery;Nivel 1;Fusi_Battery_Thermal_System.c;DTC_BATTERY_THERMAL_SYSTEM_PTCB1_CAN_MISSING
Battery Thermal System Ptcb1 Igbt1 Breakdown;0x6008;24584;;;Battery;Nivel 1;Fusi_Battery_Thermal_System.c;DTC_BATTERY_THERMAL_SYSTEM_PTCB1_IGBT1_BREAKDOWN
Battery Thermal System Ptcb1 Igbt2 Breakdown;0x6009;24585;;;Battery;Nivel 1;Fusi_Battery_Thermal_System.c;DTC_BATTERY_THERMAL_SYSTEM_PTCB1_IGBT2_BREAKDOWN
Battery Thermal System Ptcb1 Igbt1 Open Circuit;0x600A;24586;;;Battery;Nivel 1;Fusi_Battery_Thermal_System.c;DTC_BATTERY_THERMAL_SYSTEM_PTCB1_IGBT1_OPEN_CIRCUIT
Battery Thermal System Ptcb1 Igbt2 Open Circuit;0x600B;24587;;;Battery;Nivel 1;Fusi_Battery_Thermal_System.c;DTC_BATTERY_THERMAL_SYSTEM_PTCB1_IGBT2_OPEN_CIRCUIT
Battery Thermal System Ptcb1 Out Temperature Sensor Open Cicrcuit;0x600C;24588;;;Battery;Nivel 1;Fusi_Battery_Thermal_System.c;DTC_BATTERY_THERMAL_SYSTEM_PTCB1_OUT_TEMPERATURE_SENSOR_OPEN_CICRCUIT
Battery Thermal System Ptcb1 Out Temperature Sensor Short Cicrcuit;0x600D;24589;;;Battery;Nivel 1;Fusi_Battery_Thermal_System.c;DTC_BATTERY_THERMAL_SYSTEM_PTCB1_OUT_TEMPERATURE_SENSOR_SHORT_CICRCUIT
Battery Thermal System Ptcb1 Igbt Temperature Sensor Open Cicrcuit;0x600E;24590;;;Battery;Nivel 1;Fusi_Battery_Thermal_System.c;DTC_BATTERY_THERMAL_SYSTEM_PTCB1_IGBT_TEMPERATURE_SENSOR_OPEN_CICRCUIT
Battery Thermal System Ptcb1 Igbt Temperature Sensor Short Cicrcuit;0x600F;24591;;;Battery;Nivel 1;Fusi_Battery_Thermal_System.c;DTC_BATTERY_THERMAL_SYSTEM_PTCB1_IGBT_TEMPERATURE_SENSOR_SHORT_CICRCUIT
Battery Thermal System Ptcb2 Can Error;0x6101;24833;;;Battery;Nivel 1;Fusi_Battery_Thermal_System.c;DTC_BATTERY_THERMAL_SYSTEM_PTCB2_CAN_ERROR
Battery Thermal System Ptcb2 Abnormal High Voltage;0x6102;24834;;;Battery;Nivel 1;Fusi_Battery_Thermal_System.c;DTC_BATTERY_THERMAL_SYSTEM_PTCB2_ABNORMAL_HIGH_VOLTAGE
Battery Thermal System Ptcb2 Reverse High Voltage;0x6103;24835;;;Battery;Nivel 1;Fusi_Battery_Thermal_System.c;DTC_BATTERY_THERMAL_SYSTEM_PTCB2_REVERSE_HIGH_VOLTAGE
Battery Thermal System Ptcb2 Abnormal Igbt Voltage;0x6104;24836;;;Battery;Nivel 1;Fusi_Battery_Thermal_System.c;DTC_BATTERY_THERMAL_SYSTEM_PTCB2_ABNORMAL_IGBT_VOLTAGE
Battery Thermal System Ptcb2 Overtemperature;0x6105;24837;;;Battery;Nivel 1;Fusi_Battery_Thermal_System.c;DTC_BATTERY_THERMAL_SYSTEM_PTCB2_OVERTEMPERATURE
Battery Thermal System Ptcb2 Igbt Overtemperature;0x6106;24838;;;Battery;Nivel 1;Fusi_Battery_Thermal_System.c;DTC_BATTERY_THERMAL_SYSTEM_PTCB2_IGBT_OVERTEMPERATURE
Battery Thermal System Ptcb2 Can Missing;0x6107;24839;;;Battery;Nivel 1;Fusi_Battery_Thermal_System.c;DTC_BATTERY_THERMAL_SYSTEM_PTCB2_CAN_MISSING
Battery Thermal System Ptcb2 Igbt1 Breakdown;0x6108;24840;;;Battery;Nivel 1;Fusi_Battery_Thermal_System.c;DTC_BATTERY_THERMAL_SYSTEM_PTCB2_IGBT1_BREAKDOWN
Battery Thermal System Ptcb2 Igbt2 Breakdown;0x6109;24841;;;Battery;Nivel 1;Fusi_Battery_Thermal_System.c;DTC_BATTERY_THERMAL_SYSTEM_PTCB2_IGBT2_BREAKDOWN
Battery Thermal System Ptcb2 Igbt1 Open Circuit;0x610A;24842;;;Battery;Nivel 1;Fusi_Battery_Thermal_System.c;DTC_BATTERY_THERMAL_SYSTEM_PTCB2_IGBT1_OPEN_CIRCUIT
Battery Thermal System Ptcb2 Igbt2 Open Circuit;0x610B;24843;;;Battery;Nivel 1;Fusi_Battery_Thermal_System.c;DTC_BATTERY_THERMAL_SYSTEM_PTCB2_IGBT2_OPEN_CIRCUIT
Battery Thermal System Ptcb2 Out Temperature Sensor Open Cicrcuit;0x610C;24844;;;Battery;Nivel 1;Fusi_Battery_Thermal_System.c;DTC_BATTERY_THERMAL_SYSTEM_PTCB2_OUT_TEMPERATURE_SENSOR_OPEN_CICRCUIT
Battery Thermal System Ptcb2 Out Temperature Sensor Short Cicrcuit;0x610D;24845;;;Battery;Nivel 1;Fusi_Battery_Thermal_System.c;DTC_BATTERY_THERMAL_SYSTEM_PTCB2_OUT_TEMPERATURE_SENSOR_SHORT_CICRCUIT
Battery Thermal System Ptcb2 Igbt Temperature Sensor Open Cicrcuit;0x610E;24846;;;Battery;Nivel 1;Fusi_Battery_Thermal_System.c;DTC_BATTERY_THERMAL_SYSTEM_PTCB2_IGBT_TEMPERATURE_SENSOR_OPEN_CICRCUIT
Battery Thermal System Ptcb2 Igbt Temperature Sensor Short Cicrcuit;0x610F;24847;;;Battery;Nivel 1;Fusi_Battery_Thermal_System.c;DTC_BATTERY_THERMAL_SYSTEM_PTCB2_IGBT_TEMPERATURE_SENSOR_SHORT_CICRCUIT
