SysFile Entry Id;SysFile Entry (Description);Corrective action
0x4000;Error - ComClient 0x00 - No CAN mailbox are available for the adapter to use | (Error related to the communication protocol);( | ANA | ) No action related
0x4001;Warning - ComClient 0x01 - VmuCommandSafety TorqueCommand is out of range | (VmuCommandSafety TorqueCommand is out of range);( | ACP2 | ) Verify the VMU CAN message functionality
0x4002;Warning - ComClient 0x02 - VmuCommandSafety SpeedCommand is out of range | (VmuCommandSafety SpeedCommand is out of range);( | ACP2 | ) Verify the VMU CAN message functionality
0x4003;Warning - ComClient 0x03 - VmuCommandSafety CommandMode is invalid | (VmuCommandSafety CommandMode is invalid);( | ACP2 | ) Verify the VMU CAN message functionality
0x4004;Warning - ComClient 0x04 - VmuCommand2 TorqueCommand is out of range | (VmuCommand2 TorqueCommand is out of range);( | ACP2 | ) Verify the VMU CAN message functionality
0x4005;Warning - ComClient 0x05 - VmuCommand2 SpeedCommand is out of range | (VmuCommand2 SpeedCommand is out of range);( | ACP2 | ) Verify the VMU CAN message functionality
0x4006;Warning - ComClient 0x06 - VmuCommand2 CommandMode is invalid | (VmuCommand2 CommandMode is invalid);( | ACP2 | ) Verify the VMU CAN message functionality
0x4007;Warning - ComClient 0x07 - VmuCommand2 OperationalMode is invalid | (VmuCommand2 OperationalMode is invalid);( | ACP2 | ) Verify the VMU CAN message functionality
0x4008;Warning - ComClient 0x08 - VmuCommand1 OperationRequest is invalid | (VmuCommand1 OperationRequest is invalid);( | ACP2 | ) Verify the VMU CAN message functionality
0x4009;Warning - ComClient 0x09 - VmuCommand1 MinBatteryVoltage voltage is out of range | (VmuCommand1 MinBatteryVoltage voltage is out of range);( | ACP2 | ) Verify the VMU CAN message functionality
0x400A;Warning - ComClient 0x0A - VmuCommand1 MaxBatteryVoltage voltage is out of range | (VmuCommand1 MaxBatteryVoltage voltage is out of range);( | ACP2 | ) Verify the VMU CAN message functionality
0x400B;Warning - ComClient 0x0B - VmuCommand1 MaxDischargeCurrent is out of range | (VmuCommand1 MaxDischargeCurrent is out of range);( | ACP2 | ) Verify the VMU CAN message functionality
0x400C;Warning - ComClient 0x0C - VmuCommand1 MaxChargeCurrent is out of range | (VmuCommand1 MaxChargeCurrent is out of range);( | ACP2 | ) Verify the VMU CAN message functionality
0x400D;"Warning - ComClient 0x0D - Safety check; delta too high between CommandMode | (There is a difference in CommandMode in messages VmuCommand2 and VmuCommandSafety)";( | ANA | ) No action related
0x400E;"Warning - ComClient 0x0E - Safety check; delta too high between SpeedCommand | (There is a significant difference in SpeedCommand in messages VmuCommand2 and VmuCommandSafety)";( | ANA | ) No action related
0x400F;"Warning - ComClient 0x0F - Safety check; delta too high between TorqueCommand | (There is a significant difference in TorqueCommand in messages VmuCommand2 and VmuCommandSafety)";( | ANA | ) No action related
0x4010;Warning - ComClient 0x10 - The library cannot decode the received data | (An unknown message has been received);( | ANA | ) No action related
0x4011;Warning - ComClient 0x11 - A message received had the wrong DLC | (One of the protocol message was received with the wrong DLC);( | ACP2 | ) Verify the VMU CAN message functionality
0x4012;Info - ComClient 0x12 - System boot number received | (System boot number received);( | ANA | ) No action related
0x4013;Warning - ComClient 0x13 - VmuCommand1 timeout | (VmuCommand1 timeout - message has not been received within CAN protocol timeout specification);( | ACB2 | ) Verify the CAN cabling and termination between the VMU and the inverter | ( | ACP2 | ) Verify the VMU CAN message functionality | ( | AIN1 | ) Change inverter unit
0x4014;Warning - ComClient 0x14 - VmuCommand2 timeout | (VmuCommand2 timeout - message has not been received within CAN protocol timeout specification);( | ACB2 | ) Verify the CAN cabling and termination between the VMU and the inverter | ( | ACP2 | ) Verify the VMU CAN message functionality | ( | AIN1 | ) Change inverter unit
0x4015;Warning - ComClient 0x15 - VmuCommandSafety timeout | (VmuCommandSafety timeout - message has not been received within CAN protocol timeout specification);( | ACB2 | ) Verify the CAN cabling and termination between the VMU and the inverter | ( | ACP2 | ) Verify the VMU CAN message functionality | ( | AIN1 | ) Change inverter unit
0x4016;Warning - ComClient 0x16 - Transmission Fifo is full | (Error related to the communication protocol);( | ANA | ) No action related
0x4017;Warning - ComClient 0x17 - A NACK was received after polling the VMU boot number. | (NACK received after polling the VMU boot number.);( | ANA | ) No action related
0x4018;Warning - ComClient 0x18 - Invalid polling request ID | (Invalid polling request ID);( | ANA | ) No action related
0x4019;Warning - ComClient 0x19 - An invalid message ID has been asked for encoding. | (Error related to the communication protocol);( | ANA | ) No action related
0x401A;Warning - ComClient 0x1A - Invalid data was detected while encoding the McuCommand1Response | (Invalid data was detected while encoding the McuCommand1Response);( | ANA | ) No action related
0x401B;Warning - ComClient 0x1B - Invalid data was detected while encoding the McuCommand1Response | (Invalid data was detected while encoding the McuCommand2Response);( | ANA | ) No action related
0x401C;"Warning - ComClient 0x1C - Safety check; delta too high between VoltageCommand | (There is a significant difference in VoltageCommand in messages VmuCommand2 and VmuCommandSafety)";( | ANA | ) No action related
0x401D;Warning - ComClient 0x1D - One of the temperatures sent with the Extension Pack v4.0 is invalid. | (One of the temperatures sent with the Extension Pack v4.0 is invalid.);( | ANA | ) No action related
0x401E;Warning - ComClient 0x1E - Some events were not sent through CAN... Check Sysfile. | (Some events were not sent through CAN... Check Sysfile.);( | ANA | ) No action related
0x401F;Warning - ComClient 0x1F - A message received had a bad checksum | (One of the protocol message was received with bad checksum value);( | ACP2 | ) Verify the VMU CAN message functionality
0x4020;Warning - ComClient 0x20 - Not direct encoding value. | (Not direct encoding. Value might be out of encoding range.);( | ANA | ) No action related
0x4021;Warning - ComClient 0x21 - VAUX data invalid | (Auxiliary voltage value is out of encoding range.);( | ANA | ) No action related
0x4022;Warning - ComClient 0x22 - High power voltage data invalid | (High power voltage value is out of encoding range.);( | ANA | ) No action related
0x4023;Warning - ComClient 0x23 - High power current data invalid | (High power current value is out of encoding range.);( | ANA | ) No action related
0x4100;Warning - CAN RX: Reception timeout | (Timeout occurred on Command1 or Command2 or CommandSafety message.);( | ANA | ) No action related
0x4101;Warning - CAN RX: Torque command is out of range | (torque command is out of range);( | ANA | ) No action related
0x4102;Warning - CAN RX: Speed command is out of range | (speed command is out of range);( | ANA | ) No action related
0x4103;Warning - CAN RX: Command mode is invalid | (command mode is invalid);( | ANA | ) No action related
0x4104;Warning - CAN RX: Operational mode is invalid | (operational mode is invalid);( | ANA | ) No action related
0x4105;Warning - CAN RX: Operational request is invalid | (operational request is invalid);( | ANA | ) No action related
0x4106;Warning - CAN RX: Minimum battery voltage is out of range | (minimum battery voltage is out of range);( | ANA | ) No action related
0x4107;Warning - CAN RX: Maximum battery voltage is out of range | (maximum battery voltage is out of range);( | ANA | ) No action related
0x4108;Warning - CAN RX: Maximum battery discharge current is out of range | (maximum battery discharge current is out of range);( | ANA | ) No action related
0x4109;Warning - CAN RX: Maximum battery charge current is out of range | (maximum battery charge current is out of range);( | ANA | ) No action related
0x410A;Warning - ComClient #8 | (Error related to the communication protocol);( | ANA | ) No action related
0x410B;Warning - CAN RX: A message received had the wrong DLC | (One of the protocol message was received with the wrong DLC);( | ANA | ) No action related
0x410C;Info - System boot number received | (System boot number received);( | ANA | ) No action related
0x410D;Warning - CAN RX: Speed command status is invalid. | (Warning the received speed command status is invalid);( | ANA | ) No action related
0x410E;Warning - CAN RX: VmuSlowCommand timeout | (Timeout occurred on VmuSlowCommand message.);( | ANA | ) No action related
0x410F;Warning - CAN RX: VmuFastCommand timeout | (Timeout occurred on VmuFastCommand message.);( | ANA | ) No action related
0x4110;Warning - CAN RX: VmuFastCommand wrong checksum | (Calculated checksum is not the same as the one received in the VmuFastCommand message.);( | ANA | ) No action related
0x4111;Warning - CAN RX: VmuFastCommand rolling counter not changing | (The fast command rolling counter is not changing.);( | ANA | ) No action related
0x4112;Warning - CAN RX: VmuSlowCommand rolling counter not changing | (The slow command rolling counter is not changing.);( | ANA | ) No action related
0x4113;Warning - CAN RX: Voltage command is out of range | (Voltage command is out of range);( | ANA | ) No action related
0x4200;Warning - NvdBlackboxSection #1 | (Warning related to the NvdBlackboxSection);( | ANA | ) No action related
0x4201;Warning - NvdBlackboxSection #2 - Failed to save | (Failed to save triggered blackbox in the non-volatile memory);( | ANA | ) No action related
0x4202;Warning - NvdBlackboxSection #3 - Failed to save | (Failed to save triggered blackbox in the non-volatile memory because of timeout);( | ANA | ) No action related
0x4203;Warning - NvdBlackboxSection #4 - Timeout to transfer blackbox | (Timeout to transfer blackbox data to ODIN);( | ANA | ) No action related
0x4204;Warning - NvdBlackboxSection #5 - Failed to transfer blackbox | (Failed to transfer blackbox data to ODIN);( | ANA | ) No action related
0x4205;Info - NvdBlackboxSection #6 - BlackBox data has been reset | (BlackBox data has been reset);( | ANA | ) No action related
0x4206;Info - NvdBlackboxSection #7 - BlackBox trigger has been satisfied | (BlackBox trigger has been satisfied - Blackbox data will be saved in non-volatile memory);( | ANA | ) No action related
0x4207;Warning - NvdBlackboxSection #8 - Saving failed | (Failed to save data section);( | ANA | ) No action related
0x4208;Warning - NvdBlackboxSection #9 - Loading failed | (Failed to load data section);( | ANA | ) No action related
0x4209;Warning - NvdBlackboxSection #10 | (Warning related to the NvdBlackboxSection);( | ANA | ) No action related
0x420A;Info - NvdBlackboxSection #11 - Size has been change | (Blackbox section size has been changed from previous software version);( | ANA | ) No action related
0x420B;Warning - NvdBlackboxSection #12 | (Warning related to the NvdBlackboxSection);( | ANA | ) No action related
0x420C;Warning - NvdBlackboxSection #13 - Data has not been read from non-volatile memory | (Data has not been read from non-volatile memory);( | ANA | ) No action related
0x4400;Info - DTC cleared | (DTCs has been cleared using UDS Clear Diagnostic Information (0x14));( | ANA | ) No action related
0x4700;Info - GDMGR 0x00 - tolerance delay elapsed: torque ramp down initiated | (Tolerance delay elapsed: torque ramp down initiated);( | ANA | ) No action related
0x4701;Info - GDMGR 0x01 - tolerance delay elapsed: creep torque reached | (Tolerance delay elapsed: creep torque reached);( | ANA | ) No action related
0x4702;Info - GDMGR 0x02 - tolerance delay elapsed: entered limp home mode | (Tolerance delay elapsed: entered limp home mode);( | ANA | ) No action related
0x4703;Error - GDMGR 0x03 - CAN communication error | (CAN communication error: verify previous warnings);( | ANA | ) No action related
0x4800;Info - PositionSensorGD 0x00 - Position sensor error: Torque ramp down initiated | (Position sensor error: Torque ramp down initiated);( | ANA | ) No action related
0x4801;Error - PositionSensorGD 0x01 - Position sensor error | (Position sensor error: verify previous warnings);( | ANA | ) No action related
0x4900;Error - Higer ComClient 0x00 - No CAN mailbox are available for the adapter to use | (Error related to the communication protocol);( | ANA | ) No action related
0x4901;Warning - Higer ComClient 0x01 - VmuCommand TorqueCommand is out of range | (VmuCommand TorqueCommand is out of range);( | ACP2 | ) Verify the VMU CAN message functionality
0x4902;Warning - Higer ComClient 0x02 - VmuCommand SpeedCommand is out of range | (VmuCommand2 SpeedCommand is out of range);( | ACP2 | ) Verify the VMU CAN message functionality
0x4903;Warning - Higer ComClient 0x03 - VmuCommand OperationRequest is invalid | (VmuCommand1 OperationRequest is invalid);( | ACP2 | ) Verify the VMU CAN message functionality
0x4904;Warning - Higer ComClient 0x04 - The library cannot decode the received data | (An unknown message has been received);( | ANA | ) No action related
0x4905;Warning - Higer ComClient 0x05 - A message received had the wrong DLC | (One of the protocol message was received with the wrong DLC);( | ACP2 | ) Verify the VMU CAN message functionality
0x4906;Warning - Higer ComClient 0x06 - VmuCommand timeout | (VmuCommand timeout - message has not been received within CAN protocol timeout specification);( | ACB2 | ) Verify the CAN cabling and termination between the VMU and the inverter | ( | ACP2 | ) Verify the VMU CAN message functionality | ( | AIN1 | ) Change inverter unit
0x4907;Warning - Higer ComClient 0x07 - VmuCommand working mode is invalid. | (VmuCommand working mode is invalid.);( | ANA | ) No action related
0x4908;Warning - Higer ComClient 0x08 - VmuCommand controlled direction is invalid. | (VmuCommand controlled direction is invalid.);( | ANA | ) No action related
0x4909;Warning - Higer ComClient 0x09 - Transmission Fifo is full | (Error related to the communication protocol);( | ANA | ) No action related
0x490A;Warning - Higer ComClient 0x0A - An invalid message ID has been asked for encoding. | (Error related to the communication protocol);( | ANA | ) No action related
0x490B;Warning - Higer ComClient 0x0B - Invalid data was detected while encoding the torque message | (Invalid data was detected while encoding the torque message);( | ANA | ) No action related
0x490C;Warning - Higer ComClient 0x0C - Invalid data was detected while encoding the voltage message | (Invalid data was detected while encoding the voltage message);( | ANA | ) No action related
0x490D;Warning - Higer ComClient 0x0D - Invalid data was detected while encoding the temperature message | (Invalid data was detected while encoding the temperature message);( | ANA | ) No action related
0x490E;Warning - Higer ComClient 0x0E - Some events were not sent through CAN... Check Sysfile. | (Warning - Some events were not sent through CAN... Check Sysfile.);( | ANA | ) No action related
0x490F;Warning - Higer ComClient 0x0F - Control mode is invalid | (Control mode is invalid);( | ACP2 | ) Verify the VMU CAN message functionality
0x4910;Warning - Higer ComClient 0x10 - VmuCommand Operational mode is invalid | (VmuCommand Operational mode is invalid);( | ACP2 | ) Verify the VMU CAN message functionality
0x4A01;Info - AcCurrentSensorMgr123 0x01 - Phase 1 current sensor deactivated - Manually | (Info Phase 1 current sensor deactivated - Manually);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A02;Info - AcCurrentSensorMgr123 0x02 - Phase 2 current sensor deactivated - Manually | (Info Phase 2 current sensor deactivated - Manually);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A03;Info - AcCurrentSensorMgr123 0x03 - Phase 3 current sensor deactivated - Manually | (Info Phase 3 current sensor deactivated - Manually);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A04;Warning - AcCurrentSensorMgr123 0x04 - Phase 1 current sensor deactivated - Incorrect initial value | (Warning Phase 1 current sensor deactivated - Incorrect initial value);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A05;Warning - AcCurrentSensorMgr123 0x05 - Phase 2 current sensor deactivated - Incorrect initial value | (Warning Phase 2 current sensor deactivated - Incorrect initial value);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A06;Warning - AcCurrentSensorMgr123 0x06 - Phase 3 current sensor deactivated - Incorrect initial value | (Warning Phase 3 current sensor deactivated - Incorrect initial value);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A07;Warning - AcCurrentSensorMgr123 0x07 - Phase 1 current sensor deactivated - out of range signal | (Warning Phase 1 current sensor deactivated - out of range signal);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A08;Warning - AcCurrentSensorMgr123 0x08 - Phase 2 current sensor deactivated - out of range signal | (Warning Phase 2 current sensor deactivated - out of range signal);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A09;Warning - AcCurrentSensorMgr123 0x09 - Phase 3 current sensor deactivated - out of range signal | (Warning Phase 3 current sensor deactivated - out of range signal);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A0A;Warning - AcCurrentSensorMgr123 0x0A - Phase 1 current sensor deactivated - ISum | (Warning Phase 1 current sensor deactivated - ISum);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A0B;Warning - AcCurrentSensorMgr123 0x0B - Phase 2 current sensor deactivated - ISum | (Warning Phase 2 current sensor deactivated - ISum);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A0C;Warning - AcCurrentSensorMgr123 0x0C - Phase 3 current sensor deactivated - ISum | (Warning Phase 3 current sensor deactivated - ISum);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A0D;Warning - AcCurrentSensorMgr123 0x0D- Two or more current sensors are incorrect - Compensation reverted | (Warning - Two or more current sensors are incorrect - Compensation reverted);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A0E;Warning - AcCurrentSensorMgr123 0x0E- Auto-disable has been turned off manually - No compensation available | (Auto-disable has been turned off manually - No compensation available);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A21;Info - AcCurrentSensorMgr456 0x21 - Phase 4 current sensor deactivated - Manually | (Info Phase 4 current sensor deactivated - Manually);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A22;Info - AcCurrentSensorMgr456 0x22 - Phase 5 current sensor deactivated - Manually | (Info Phase 5 current sensor deactivated - Manually);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A23;Info - AcCurrentSensorMgr456 0x23 - Phase 6 current sensor deactivated - Manually | (Info Phase 6 current sensor deactivated - Manually);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A24;Warning - AcCurrentSensorMgr456 0x24 - Phase 4 current sensor deactivated - Incorrect initial value | (Warning Phase 4 current sensor deactivated - Incorrect initial value);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A25;Warning - AcCurrentSensorMgr456 0x25 - Phase 5 current sensor deactivated - Incorrect initial value | (Warning Phase 5 current sensor deactivated - Incorrect initial value);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A26;Warning - AcCurrentSensorMgr456 0x26 - Phase 6 current sensor deactivated - Incorrect initial value | (Warning Phase 6 current sensor deactivated - Incorrect initial value);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A27;Warning - AcCurrentSensorMgr456 0x27 - Phase 4 current sensor deactivated - out of range signal | (Warning Phase 4 current sensor deactivated - out of range signal);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A28;Warning - AcCurrentSensorMgr456 0x28 - Phase 5 current sensor deactivated - out of range signal | (Warning Phase 5 current sensor deactivated - out of range signal);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A29;Warning - AcCurrentSensorMgr456 0x29 - Phase 6 current sensor deactivated - out of range signal | (Warning Phase 6 current sensor deactivated - out of range signal);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A2A;Warning - AcCurrentSensorMgr456 0x2A - Phase 4 current sensor deactivated - ISum | (Warning Phase 4 current sensor deactivated - ISum);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A2B;Warning - AcCurrentSensorMgr456 0x2B - Phase 5 current sensor deactivated - ISum | (Warning Phase 5 current sensor deactivated - ISum);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A2C;Warning - AcCurrentSensorMgr456 0x2C - Phase 6 current sensor deactivated - ISum | (Warning Phase 6 current sensor deactivated - ISum);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A2D;Warning - AcCurrentSensorMgr456 0x2D- Two or more current sensors are incorrect - Compensation reverted | (Warning - Two or more current sensors are incorrect - Compensation reverted);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A2E;Warning - AcCurrentSensorMgr456 0x2E- Auto-disable has been turned off manually - No compensation available | (Auto-disable has been turned off manually - No compensation available);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A41;Info - AcCurrentSensorMgr789 0x41 - Phase 7 current sensor deactivated - Manually | (Info Phase 7 current sensor deactivated - Manually);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A42;Info - AcCurrentSensorMgr789 0x42 - Phase 8 current sensor deactivated - Manually | (Info Phase 8 current sensor deactivated - Manually);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A43;Info - AcCurrentSensorMgr789 0x43 - Phase 9 current sensor deactivated - Manually | (Info Phase 9 current sensor deactivated - Manually);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A44;Warning - AcCurrentSensorMgr789 0x44 - Phase 7 current sensor deactivated - Incorrect initial value | (Warning Phase 7 current sensor deactivated - Incorrect initial value);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A45;Warning - AcCurrentSensorMgr789 0x45 - Phase 8 current sensor deactivated - Incorrect initial value | (Warning Phase 8 current sensor deactivated - Incorrect initial value);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A46;Warning - AcCurrentSensorMgr789 0x46 - Phase 9 current sensor deactivated - Incorrect initial value | (Warning Phase 9 current sensor deactivated - Incorrect initial value);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A47;Warning - AcCurrentSensorMgr789 0x47 - Phase 7 current sensor deactivated - out of range signal | (Warning Phase 7 current sensor deactivated - out of range signal);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
0x4A48;Warning - AcCurrentSensorMgr789 0x48 - Phase 8 current sensor deactivated - out of range signal | (Warning Phase 8 current sensor deactivated - out of range signal);( | ACB*4 | ) Check phase cable integrity (visual inspection) | ( | ACB3 | ) Possible grounding problem; verify inverter and machine grounding connections | ( | AMS*1 | ) Verify VAUX level and connections for the inverter | ( | AIN1 | ) Change inverter unit | ( | AMA1 | ) Change machine unit
